ForecastID,Confirmed,Deaths
0,124611,2218
1,5420,35
2,202308,5079
3,60530,799
4,723609,13562
5,57492,1955
6,53041,4472
7,17458,607
8,626241,11396
9,274081,5762
10,8893,67
11,32436,372
12,239157,8294
13,95129,3340
14,66393,1130
15,43500,465
16,49043,946
17,147739,5043
18,4576,133
19,108752,3774
20,126899,9066
21,112894,6800
22,75623,1899
23,84066,2544
24,86495,1559
25,7513,109
26,34338,401
27,69763,1365
28,7264,434
29,191715,15991
30,25462,787
31,434041,32973
32,167530,2799
33,11710,151
34,123622,4207
35,58908,827
36,26970,468
37,139388,7726
38,21927,1049
39,118099,2765
40,13360,174
41,155935,1807
42,636283,12946
43,52198,426
44,1630,58
45,120459,2597
46,75087,1992
47,10296,212
48,76518,1148
49,3915,38
50,125540,2240
51,5502,36
52,202679,5107
53,60939,812
54,728521,13724
55,57721,1960
56,53218,4474
57,17514,608
58,628630,11497
59,276263,5835
60,9179,69
61,32715,378
62,241224,8317
63,96096,3356
64,67686,1141
65,44091,470
66,49687,954
67,148201,5076
68,4609,133
69,109253,3784
70,126986,9081
71,113382,6816
72,76288,1909
73,84748,2575
74,87726,1572
75,7633,112
76,34584,403
77,70229,1384
78,7275,434
79,191871,15996
80,25572,791
81,434365,32982
82,168912,2830
83,11927,153
84,124578,4234
85,59574,839
86,27197,474
87,140010,7745
88,22002,1051
89,118708,2792
90,13615,175
91,157284,1835
92,640053,13066
93,52530,430
94,1639,58
95,121270,2612
96,75535,2007
97,10408,216
98,77196,1156
99,3956,38
100,126466,2263
101,5584,36
102,203034,5133
103,61346,824
104,733205,13887
105,57947,1964
106,53404,4475
107,17570,609
108,630929,11595
109,278441,5909
110,9470,72
111,32994,385
112,243304,8341
113,97068,3371
114,69032,1152
115,44674,474
116,50336,963
117,148653,5109
118,4642,134
119,109751,3793
120,127070,9095
121,113848,6832
122,76954,1920
123,85426,2606
124,88968,1585
125,7754,114
126,34830,406
127,70691,1404
128,7284,435
129,192017,16002
130,25680,796
131,434669,32992
132,170295,2861
133,12147,155
134,125535,4260
135,60242,850
136,27424,479
137,140628,7765
138,22075,1053
139,119304,2820
140,13877,177
141,158630,1864
142,643691,13182
143,52860,434
144,1648,58
145,122079,2627
146,75981,2021
147,10521,219
148,77874,1164
149,3996,39
150,127389,2286
151,5667,37
152,203373,5159
153,61751,836
154,737667,14050
155,58170,1969
156,53599,4477
157,17624,610
158,633141,11690
159,280613,5984
160,9768,74
161,33273,392
162,245395,8365
163,98046,3386
